tx	gene_id	N2L	N2S	N3L	N3S	N4L	N4S	NE3L	NE3S	NE4L	NE4S	NE5L	NE5S	NW3L	NW3S	NW4L	NW4S	NW5L	NW5S	W3L	W3S	W4S	W5L	W5S
MarorIS3EU-2.t1	MarorIS3EU-2	1272.238	1305.481	1285.665	1296.649	1280.989	1305.274	1306.968	1296.738	1306.992	1314.086	1301.501	1306.245	1280.619	1248.826	1282.569	1295.949	1286.783	1304.676	1297.711	1310.365	1312.765	1282.603	1309.801
MarorIS3EU-3.t1	MarorIS3EU-3	423.225	455.481	437.06	447.63	431.219	455.59	456.969	447.296	457.243	464.599	451.501	456.569	431.461	399.236	432.616	446.822	437.227	454.678	447.77	460.622	464.077	433.3	460.076
MarorIS3EU-4.t1	MarorIS3EU-4	411.23	443.481	425.118	435.636	419.503	443.65	444.982	435.296	445.243	452.619	439.501	444.569	419.461	387.312	421.48	434.822	425.227	442.679	435.772	448.648	452.077	421.314	448.076
MarorKyakuja-1.t1	MarorKyakuja-1	1054.238	1087.481	1067.665	1078.649	1062.989	1087.274	1088.968	1078.738	1088.992	1096.086	1083.501	1088.245	1062.619	1030.826	1064.569	1077.949	1068.783	1086.676	1079.711	1092.365	1094.765	1064.603	1091.801
MarorKyakuja-2.t1	MarorKyakuja-2	41894.238	41927.481	41907.665	41918.649	41902.989	41927.274	41928.968	41918.738	41928.992	41936.086	41923.501	41928.245	41902.619	41870.826	41904.569	41917.949	41908.783	41926.676	41919.711	41932.365	41934.765	41904.603	41931.801
MarorKyakuja-3.t1	MarorKyakuja-3	14628.238	14661.481	14641.665	14652.649	14636.989	14661.274	14662.968	14652.738	14662.992	14670.086	14657.501	14662.245	14636.619	14604.826	14638.569	14651.949	14642.783	14660.676	14653.711	14666.365	14668.765	14638.603	14665.801
MarorKyakuja-4.t1	MarorKyakuja-4	316.26	346.574	330.484	339.774	325.055	348.205	349.606	339.115	348.803	356.435	344.549	348.514	323.177	291.738	325.386	339.667	328.689	346.168	339.694	352.71	355.31	325.409	351.266
MarorKyakuja-5.t1	MarorKyakuja-5	968.238	1001.481	981.665	992.649	976.989	1001.274	1002.968	992.738	1002.992	1010.086	997.501	1002.245	976.619	944.826	978.569	991.949	982.783	1000.676	993.711	1006.365	1008.765	978.603	1005.801
MarorKyakuja-6.t1	MarorKyakuja-6	1456.238	1489.481	1469.665	1480.649	1464.989	1489.274	1490.968	1480.738	1490.992	1498.086	1485.501	1490.245	1464.619	1432.826	1466.569	1479.949	1470.783	1488.676	1481.711	1494.365	1496.765	1466.603	1493.801
MarorKyakuja-7.t1	MarorKyakuja-7	1233.238	1266.481	1246.665	1257.649	1241.989	1266.274	1267.968	1257.738	1267.992	1275.086	1262.501	1267.245	1241.619	1209.826	1243.569	1256.949	1247.783	1265.676	1258.711	1271.365	1273.765	1243.603	1270.801
MarorLINE-1.t1	MarorLINE-1	3785.238	3818.481	3798.665	3809.649	3793.989	3818.274	3819.968	3809.738	3819.992	3827.086	3814.501	3819.245	3793.619	3761.826	3795.569	3808.949	3799.783	3817.676	3810.711	3823.365	3825.765	3795.603	3822.801
MarorLINE-10.t1	MarorLINE-10	5376.238	5409.481	5389.665	5400.649	5384.989	5409.274	5410.968	5400.738	5410.992	5418.086	5405.501	5410.245	5384.619	5352.826	5386.569	5399.949	5390.783	5408.676	5401.711	5414.365	5416.765	5386.603	5413.801
MarorLINE-11.t1	MarorLINE-11	1823.238	1856.481	1836.665	1847.649	1831.989	1856.274	1857.968	1847.738	1857.992	1865.086	1852.501	1857.245	1831.619	1799.826	1833.569	1846.949	1837.783	1855.676	1848.711	1861.365	1863.765	1833.603	1860.801
MarorLINE-2.t1	MarorLINE-2	5024.238	5057.481	5037.665	5048.649	5032.989	5057.274	5058.968	5048.738	5058.992	5066.086	5053.501	5058.245	5032.619	5000.826	5034.569	5047.949	5038.783	5056.676	5049.711	5062.365	5064.765	5034.603	5061.801
MarorLINE-3.t1	MarorLINE-3	5803.238	5836.481	5816.665	5827.649	5811.989	5836.274	5837.968	5827.738	5837.992	5845.086	5832.501	5837.245	5811.619	5779.826	5813.569	5826.949	5817.783	5835.676	5828.711	5841.365	5843.765	5813.603	5840.801
MarorLINE-4.t1	MarorLINE-4	5892.238	5925.481	5905.665	5916.649	5900.989	5925.274	5926.968	5916.738	5926.992	5934.086	5921.501	5926.245	5900.619	5868.826	5902.569	5915.949	5906.783	5924.676	5917.711	5930.365	5932.765	5902.603	5929.801
MarorLINE-5.t1	MarorLINE-5	6706.238	6739.481	6719.665	6730.649	6714.989	6739.274	6740.968	6730.738	6740.992	6748.086	6735.501	6740.245	6714.619	6682.826	6716.569	6729.949	6720.783	6738.676	6731.711	6744.365	6746.765	6716.603	6743.801
MarorLINE-6.t1	MarorLINE-6	2397.238	2430.481	2410.665	2421.649	2405.989	2430.274	2431.968	2421.738	2431.992	2439.086	2426.501	2431.245	2405.619	2373.826	2407.569	2420.949	2411.783	2429.676	2422.711	2435.365	2437.765	2407.603	2434.801
MarorLINE-7.t1	MarorLINE-7	4279.238	4312.481	4292.665	4303.649	4287.989	4312.274	4313.968	4303.738	4313.992	4321.086	4308.501	4313.245	4287.619	4255.826	4289.569	4302.949	4293.783	4311.676	4304.711	4317.365	4319.765	4289.603	4316.801
MarorLINE-8.t1	MarorLINE-8	5793.238	5826.481	5806.665	5817.649	5801.989	5826.274	5827.968	5817.738	5827.992	5835.086	5822.501	5827.245	5801.619	5769.826	5803.569	5816.949	5807.783	5825.676	5818.711	5831.365	5833.765	5803.603	5830.801
MarorLINE-9.t1	MarorLINE-9	5952.238	5985.481	5965.665	5976.649	5960.989	5985.274	5986.968	5976.738	5986.992	5994.086	5981.501	5986.245	5960.619	5928.826	5962.569	5975.949	5966.783	5984.676	5977.711	5990.365	5992.765	5962.603	5989.801
MarorLTRU-1.t1	MarorLTRU-1	11910.238	11943.481	11923.665	11934.649	11918.989	11943.274	11944.968	11934.738	11944.992	11952.086	11939.501	11944.245	11918.619	11886.826	11920.569	11933.949	11924.783	11942.676	11935.711	11948.365	11950.765	11920.603	11947.801
MarorLTRU-2.t1	MarorLTRU-2	5024.238	5057.481	5037.665	5048.649	5032.989	5057.274	5058.968	5048.738	5058.992	5066.086	5053.501	5058.245	5032.619	5000.826	5034.569	5047.949	5038.783	5056.676	5049.711	5062.365	5064.765	5034.603	5061.801
MarorLTRs-1.t1	MarorLTRs-1	150.051	172.934	161.925	169.085	155.696	177.112	176.243	167.058	174.973	181.131	173.005	175.1	155.128	127.184	155.329	168.448	158.224	173.968	166.172	178.576	177.922	157.821	177.301
MarorLTRs-10.t1	MarorLTRs-10	493.188	525.481	505.894	516.649	501.031	525.327	526.968	516.81	526.992	534.086	521.501	526.245	501.115	468.976	502.578	515.984	506.783	524.678	517.72	530.365	532.765	502.872	529.801
MarorLTRs-11.t1	MarorLTRs-11	669.238	702.481	682.665	693.649	678	702.274	703.968	693.738	703.992	711.086	698.501	703.245	677.619	645.826	679.569	692.949	683.783	701.676	694.711	707.365	709.765	679.603	706.801
MarorLTRs-2.t1	MarorLTRs-2	123.444	144.211	134.337	140.754	128.028	148.277	146.934	138.73	145.687	151.8	145.205	145.879	127.921	102.442	128.145	139.897	131.239	145.272	137.484	149.467	147.769	130.946	147.518
MarorLTRs-3.t1	MarorLTRs-3	385.914	417.481	399.836	409.636	394.648	417.975	419.659	409.299	419.249	426.635	413.59	418.587	393.476	361.508	395.645	408.827	399.229	416.81	409.797	423.212	426.077	395.628	422.079
MarorLTRs-4.t1	MarorLTRs-4	472.209	504.481	485.499	496.317	480.031	504.383	505.968	495.843	505.992	513.086	500.501	505.245	480.211	447.982	481.578	495.01	485.807	503.678	496.77	509.365	511.765	482.104	508.801
MarorLTRs-5.t1	MarorLTRs-5	567.239	600.481	580.854	591.649	576	600.294	601.968	591.738	601.992	609.086	596.501	601.245	575.932	543.931	577.576	590.949	581.783	599.677	592.72	605.365	607.765	577.622	604.801
MarorLTRs-6.t1	MarorLTRs-6	438.218	470.481	451.868	462.54	446.036	470.575	471.969	462.295	472.072	479.433	466.501	471.248	446.423	414.001	447.595	461.708	451.809	469.678	462.77	475.365	479.077	448.104	474.801
MarorLTRs-7.t1	MarorLTRs-7	27.269	32.663	29.9	31.135	28.955	35.669	33.277	30.071	34.597	36.009	34.52	33.733	27.558	21.914	29.046	33.671	29.64	32.315	28.649	35.462	37.295	28.846	32.467
MarorLTRs-8.t1	MarorLTRs-8	506.256	539.481	519.894	530.649	515.031	539.298	540.968	530.739	540.992	548.086	535.501	540.245	514.932	482.976	516.578	529.984	520.783	538.678	531.72	544.365	546.765	516.622	543.801
MarorLTRs-9.t1	MarorLTRs-9	513.255	546.481	526.894	537.649	522.01	546.298	547.968	537.739	547.992	555.086	542.501	547.245	521.932	489.976	523.578	536.956	527.783	545.678	538.72	551.365	553.765	523.622	550.801
MarorMULE-1.t1	MarorMULE-1	3856.238	3889.481	3869.665	3880.649	3864.989	3889.274	3890.968	3880.738	3890.992	3898.086	3885.501	3890.245	3864.619	3832.826	3866.569	3879.949	3870.783	3888.676	3881.711	3894.365	3896.765	3866.603	3893.801
MarorMULE-2.t1	MarorMULE-2	3736.238	3769.481	3749.665	3760.649	3744.989	3769.274	3770.968	3760.738	3770.992	3778.086	3765.501	3770.245	3744.619	3712.826	3746.569	3759.949	3750.783	3768.676	3761.711	3774.365	3776.765	3746.603	3773.801
MarorMULE-3.t1	MarorMULE-3	1367.238	1400.481	1380.665	1391.649	1375.989	1400.274	1401.968	1391.738	1401.992	1409.086	1396.501	1401.245	1375.619	1343.826	1377.569	1390.949	1381.783	1399.676	1392.711	1405.365	1407.765	1377.603	1404.801
MarorMULE-4.t1	MarorMULE-4	653.239	686.481	666.665	677.649	662	686.274	687.968	677.738	687.992	695.086	682.501	687.245	661.619	629.826	663.569	676.949	667.783	685.676	678.711	691.365	693.765	663.603	690.801
MarorMULE-5.t1	MarorMULE-5	3402.238	3435.481	3415.665	3426.649	3410.989	3435.274	3436.968	3426.738	3436.992	3444.086	3431.501	3436.245	3410.619	3378.826	3412.569	3425.949	3416.783	3434.676	3427.711	3440.365	3442.765	3412.603	3439.801
MarorMULE-6.t1	MarorMULE-6	765.238	798.481	778.665	789.649	773.989	798.274	799.968	789.738	799.992	807.086	794.501	799.245	773.619	741.826	775.569	788.949	779.783	797.676	790.711	803.365	805.765	775.603	802.801
MarorMULE-7.t1	MarorMULE-7	203.795	230.219	216.867	225.484	210.247	232.981	233.24	224.125	231.699	238.323	229.845	231.903	209.444	180.078	210.877	224.893	214.109	229.869	223.164	235.471	236.637	212.026	235.193
MarorNgaro-1.t1	MarorNgaro-1	5469.238	5502.481	5482.665	5493.649	5477.989	5502.274	5503.968	5493.738	5503.992	5511.086	5498.501	5503.245	5477.619	5445.826	5479.569	5492.949	5483.783	5501.676	5494.711	5507.365	5509.765	5479.603	5506.801
MarorNgaro-2.t1	MarorNgaro-2	4776.238	4809.481	4789.665	4800.649	4784.989	4809.274	4810.968	4800.738	4810.992	4818.086	4805.501	4810.245	4784.619	4752.826	4786.569	4799.949	4790.783	4808.676	4801.711	4814.365	4816.765	4786.603	4813.801
MarorNgaro-3.t1	MarorNgaro-3	5573.238	5606.481	5586.665	5597.649	5581.989	5606.274	5607.968	5597.738	5607.992	5615.086	5602.501	5607.245	5581.619	5549.826	5583.569	5596.949	5587.783	5605.676	5598.711	5611.365	5613.765	5583.603	5610.801
MarorNgaro-4.t1	MarorNgaro-4	5304.238	5337.481	5317.665	5328.649	5312.989	5337.274	5338.968	5328.738	5338.992	5346.086	5333.501	5338.245	5312.619	5280.826	5314.569	5327.949	5318.783	5336.676	5329.711	5342.365	5344.765	5314.603	5341.801
MarorNovosib-1.t1	MarorNovosib-1	400.793	432.481	414.14	424.636	409.188	432.65	434.659	424.298	434.245	441.619	428.501	433.57	408.461	376.313	410.54	423.824	414.227	431.809	424.788	437.653	441.077	410.314	437.079
MarorP-1.t1	MarorP-1	425.224	457.481	439.056	449.575	433.205	457.59	458.969	449.296	459.243	466.599	453.501	458.569	433.461	401.232	434.609	448.786	439.227	456.678	449.77	462.451	466.077	435.175	462.076
MarorP-2.t1	MarorP-2	262.208	289.966	275.541	284.59	269.44	292.137	293.682	283.687	292.514	299.936	290.19	292.422	268.376	236.58	270.152	283.543	272.541	289.632	283.645	296.187	298.31	269.916	295.153
MarorP-3.t1	MarorP-3	746.238	779.481	759.665	770.649	754.989	779.274	780.968	770.738	780.992	788.086	775.501	780.245	754.619	722.826	756.569	769.949	760.783	778.676	771.711	784.365	786.765	756.603	783.801
MarorP-4.t1	MarorP-4	384.914	416.481	398.842	408.636	393.667	416.975	418.659	408.299	418.249	425.636	412.84	417.587	392.476	360.518	394.645	407.829	398.229	415.81	408.797	422.212	425.077	394.665	421.079
MarorP-5.t1	MarorP-5	468.209	500.481	481.499	492.317	476.031	500.383	501.968	491.843	501.992	509.086	496.501	501.247	476.423	443.982	477.578	491.17	481.807	499.678	492.77	505.365	507.765	478.104	504.801
MarorPlavaka-1.t1	MarorPlavaka-1	1208.238	1241.481	1221.665	1232.649	1216.989	1241.274	1242.968	1232.738	1242.992	1250.086	1237.501	1242.245	1216.619	1184.826	1218.569	1231.949	1222.783	1240.676	1233.711	1246.365	1248.765	1218.603	1245.801
MarorPlavaka-10.t1	MarorPlavaka-10	127.826	148.561	138.922	145.177	132.539	152.88	151.759	142.95	150.316	156.453	149.742	150.536	132.096	106.342	132.539	144.539	135.926	149.563	142.305	154.307	152.33	134.973	152.317
MarorPlavaka-11.t1	MarorPlavaka-11	10815.238	10848.481	10828.665	10839.649	10823.989	10848.274	10849.968	10839.738	10849.992	10857.086	10844.501	10849.245	10823.619	10791.826	10825.569	10838.949	10829.783	10847.676	10840.711	10853.365	10855.765	10825.603	10852.801
MarorPlavaka-12.t1	MarorPlavaka-12	1689.238	1722.481	1702.665	1713.649	1697.989	1722.274	1723.968	1713.738	1723.992	1731.086	1718.501	1723.245	1697.619	1665.826	1699.569	1712.949	1703.783	1721.676	1714.711	1727.365	1729.765	1699.603	1726.801
MarorPlavaka-13.t1	MarorPlavaka-13	1729.238	1762.481	1742.665	1753.649	1737.989	1762.274	1763.968	1753.738	1763.992	1771.086	1758.501	1763.245	1737.619	1705.826	1739.569	1752.949	1743.783	1761.676	1754.711	1767.365	1769.765	1739.603	1766.801
MarorPlavaka-14.t1	MarorPlavaka-14	1131.238	1164.481	1144.665	1155.649	1139.989	1164.274	1165.968	1155.738	1165.992	1173.086	1160.501	1165.245	1139.619	1107.826	1141.569	1154.949	1145.783	1163.676	1156.711	1169.365	1171.765	1141.603	1168.801
MarorPlavaka-15.t1	MarorPlavaka-15	1054.238	1087.481	1067.665	1078.649	1062.989	1087.274	1088.968	1078.738	1088.992	1096.086	1083.501	1088.245	1062.619	1030.826	1064.569	1077.949	1068.783	1086.676	1079.711	1092.365	1094.765	1064.603	1091.801
MarorPlavaka-16.t1	MarorPlavaka-16	1003.238	1036.481	1016.665	1027.649	1011.989	1036.274	1037.968	1027.738	1037.992	1045.086	1032.501	1037.245	1011.619	979.826	1013.569	1026.949	1017.783	1035.676	1028.711	1041.365	1043.765	1013.603	1040.801
MarorPlavaka-17.t1	MarorPlavaka-17	859.238	892.481	872.665	883.649	867.989	892.274	893.968	883.738	893.992	901.086	888.501	893.245	867.619	835.826	869.569	882.949	873.783	891.676	884.711	897.365	899.765	869.603	896.801
MarorPlavaka-18.t1	MarorPlavaka-18	1104.238	1137.481	1117.665	1128.649	1112.989	1137.274	1138.968	1128.738	1138.992	1146.086	1133.501	1138.245	1112.619	1080.826	1114.569	1127.949	1118.783	1136.676	1129.711	1142.365	1144.765	1114.603	1141.801
MarorPlavaka-19.t1	MarorPlavaka-19	993.238	1026.481	1006.665	1017.649	1001.989	1026.274	1027.968	1017.738	1027.992	1035.086	1022.501	1027.245	1001.619	969.826	1003.569	1016.949	1007.783	1025.676	1018.711	1031.365	1033.765	1003.603	1030.801
MarorPlavaka-2.t1	MarorPlavaka-2	2093.238	2126.481	2106.665	2117.649	2101.989	2126.274	2127.968	2117.738	2127.992	2135.086	2122.501	2127.245	2101.619	2069.826	2103.569	2116.949	2107.783	2125.676	2118.711	2131.365	2133.765	2103.603	2130.801
MarorPlavaka-20.t1	MarorPlavaka-20	11075.238	11108.481	11088.665	11099.649	11083.989	11108.274	11109.968	11099.738	11109.992	11117.086	11104.501	11109.245	11083.619	11051.826	11085.569	11098.949	11089.783	11107.676	11100.711	11113.365	11115.765	11085.603	11112.801
MarorPlavaka-21.t1	MarorPlavaka-21	1191.238	1224.481	1204.665	1215.649	1199.989	1224.274	1225.968	1215.738	1225.992	1233.086	1220.501	1225.245	1199.619	1167.826	1201.569	1214.949	1205.783	1223.676	1216.711	1229.365	1231.765	1201.603	1228.801
MarorPlavaka-22.t1	MarorPlavaka-22	782.238	815.481	795.665	806.649	790.989	815.274	816.968	806.738	816.992	824.086	811.501	816.245	790.619	758.826	792.569	805.949	796.783	814.676	807.711	820.365	822.765	792.603	819.801
MarorPlavaka-23.t1	MarorPlavaka-23	753.238	786.481	766.665	777.649	761.989	786.274	787.968	777.738	787.992	795.086	782.501	787.245	761.619	729.826	763.569	776.949	767.783	785.676	778.711	791.365	793.765	763.603	790.801
MarorPlavaka-3.t1	MarorPlavaka-3	12796.238	12829.481	12809.665	12820.649	12804.989	12829.274	12830.968	12820.738	12830.992	12838.086	12825.501	12830.245	12804.619	12772.826	12806.569	12819.949	12810.783	12828.676	12821.711	12834.365	12836.765	12806.603	12833.801
MarorPlavaka-4.t1	MarorPlavaka-4	12727.238	12760.481	12740.665	12751.649	12735.989	12760.274	12761.968	12751.738	12761.992	12769.086	12756.501	12761.245	12735.619	12703.826	12737.569	12750.949	12741.783	12759.676	12752.711	12765.365	12767.765	12737.603	12764.801
MarorPlavaka-5.t1	MarorPlavaka-5	195.272	221.228	208.933	216.737	202.078	224.561	224.482	215.684	223.255	229.721	221.724	223.279	201.316	172.117	202.327	216.739	205.674	221.273	214.548	226.716	227.658	203.497	226.292
MarorPlavaka-6.t1	MarorPlavaka-6	934.238	967.481	947.665	958.649	942.989	967.274	968.968	958.738	968.992	976.086	963.501	968.245	942.619	910.826	944.569	957.949	948.783	966.676	959.711	972.365	974.765	944.603	971.801
MarorPlavaka-7.t1	MarorPlavaka-7	1913.238	1946.481	1926.665	1937.649	1921.989	1946.274	1947.968	1937.738	1947.992	1955.086	1942.501	1947.245	1921.619	1889.826	1923.569	1936.949	1927.783	1945.676	1938.711	1951.365	1953.765	1923.603	1950.801
MarorPlavaka-8.t1	MarorPlavaka-8	797.238	830.481	810.665	821.649	805.989	830.274	831.968	821.738	831.992	839.086	826.501	831.245	805.619	773.826	807.569	820.949	811.783	829.676	822.711	835.365	837.765	807.603	834.801
MarorPlavaka-9.t1	MarorPlavaka-9	12646.238	12679.481	12659.665	12670.649	12654.989	12679.274	12680.968	12670.738	12680.992	12688.086	12675.501	12680.245	12654.619	12622.826	12656.569	12669.949	12660.783	12678.676	12671.711	12684.365	12686.765	12656.603	12683.801
MarorSatellite-1.t1	MarorSatellite-1	28.983	35.207	31.976	33.286	30.663	38.045	35.722	32.101	36.925	38.579	37.07	36.18	29.369	23.52	30.857	35.856	31.68	34.388	30.552	37.902	39.368	31.048	34.752
MarorSatellite-2.t1	MarorSatellite-2	28.983	35.207	31.976	33.286	30.663	38.045	35.722	32.101	36.925	38.579	37.07	36.18	29.369	23.52	30.857	35.856	31.68	34.388	30.552	37.902	39.368	31.048	34.752
MarorSatellite-3.t1	MarorSatellite-3	28.983	35.207	31.976	33.286	30.663	38.045	35.722	32.101	36.925	38.579	37.07	36.18	29.369	23.52	30.857	35.856	31.68	34.388	30.552	37.902	39.368	31.048	34.752
MarorSatellite-4.t1	MarorSatellite-4	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
MarorTcMar-1.t1	MarorTcMar-1	179.279	203.535	191.915	200.106	186.021	207.63	207.175	198.282	206.216	212.344	204.089	205.906	184.871	156.002	185.802	199.617	188.7	204.535	197.38	209.776	209.659	187.309	208.663
MarorTcMar-10.t1	MarorTcMar-10	585.239	618.481	598.665	609.649	594	618.293	619.968	609.738	619.992	627.086	614.501	619.245	593.932	561.931	595.576	608.949	599.783	617.677	610.711	623.365	625.765	595.622	622.801
MarorTcMar-11.t1	MarorTcMar-11	482.209	514.481	495.461	506.275	490.031	514.383	515.968	505.843	515.992	523.086	510.501	515.245	490.115	457.982	491.578	504.999	495.783	513.678	506.738	519.365	521.765	492.104	518.801
MarorTcMar-12.t1	MarorTcMar-12	221.917	248.03	235.1	243.374	228.057	251.307	251.333	241.853	250.201	257.253	248.128	250.117	226.488	196.971	229.029	243.092	231.588	247.609	241.824	253.74	255.322	229.307	253.617
MarorTcMar-13.t1	MarorTcMar-13	126.086	146.813	137.053	143.426	130.823	151.021	149.852	141.246	148.532	154.647	147.88	148.704	130.541	104.789	130.728	142.676	134.064	147.862	140.347	152.401	150.447	133.147	150.374
MarorTcMar-14.t1	MarorTcMar-14	75.813	91.491	84.042	89.329	78.496	96.076	94.672	86.438	94.33	98.872	94.171	92.916	78.432	60.307	78.401	89.92	81.569	92.568	84.292	96.359	95.592	81.169	93.904
MarorTcMar-15.t1	MarorTcMar-15	265.948	293.949	279.424	288.553	273.385	296.035	297.643	287.486	296.429	303.909	294.023	296.42	272.071	240.463	274.08	287.344	276.536	293.632	287.639	300.182	302.31	273.905	299.145
MarorTcMar-16.t1	MarorTcMar-16	127.826	148.561	138.922	145.177	132.539	152.88	151.759	142.95	150.316	156.453	149.742	150.536	132.096	106.342	132.539	144.539	135.926	149.563	142.305	154.307	152.33	134.973	152.317
MarorTcMar-17.t1	MarorTcMar-17	346.126	377.502	360.386	369.89	355.805	378.29	380.125	369.699	379.671	387.366	375.002	379.113	353.742	322.212	355.966	369.773	359.245	377.048	370.472	383.363	386.296	356.071	382.174
MarorTcMar-18.t1	MarorTcMar-18	3786.238	3819.481	3799.665	3810.649	3794.989	3819.274	3820.968	3810.738	3820.992	3828.086	3815.501	3820.245	3794.619	3762.826	3796.569	3809.949	3800.783	3818.676	3811.711	3824.365	3826.765	3796.603	3823.801
MarorTcMar-19.t1	MarorTcMar-19	1442.238	1475.481	1455.665	1466.649	1450.989	1475.274	1476.968	1466.738	1476.992	1484.086	1471.501	1476.245	1450.619	1418.826	1452.569	1465.949	1456.783	1474.676	1467.711	1480.365	1482.765	1452.603	1479.801
MarorTcMar-2.t1	MarorTcMar-2	445.218	477.481	458.567	469.511	453.036	477.569	478.968	469.295	478.992	486.421	473.501	478.247	453.423	420.995	454.589	468.707	458.807	476.678	469.77	482.365	485.995	455.104	481.801
MarorTcMar-20.t1	MarorTcMar-20	1506.238	1539.481	1519.665	1530.649	1514.989	1539.274	1540.968	1530.738	1540.992	1548.086	1535.501	1540.245	1514.619	1482.826	1516.569	1529.949	1520.783	1538.676	1531.711	1544.365	1546.765	1516.603	1543.801
MarorTcMar-21.t1	MarorTcMar-21	934.238	967.481	947.665	958.649	942.989	967.274	968.968	958.738	968.992	976.086	963.501	968.245	942.619	910.826	944.569	957.949	948.783	966.676	959.711	972.365	974.765	944.603	971.801
MarorTcMar-3.t1	MarorTcMar-3	266.91	294.911	280.388	289.542	274.365	297.034	298.631	288.483	297.388	304.907	294.963	297.42	272.998	241.436	275.058	288.321	277.536	294.632	288.635	301.176	303.31	274.86	300.136
MarorTcMar-4.t1	MarorTcMar-4	1218.238	1251.481	1231.665	1242.649	1226.989	1251.274	1252.968	1242.738	1252.992	1260.086	1247.501	1252.245	1226.619	1194.826	1228.569	1241.949	1232.783	1250.676	1243.711	1256.365	1258.765	1228.603	1255.801
MarorTcMar-5.t1	MarorTcMar-5	525.239	558.481	538.894	549.649	534	558.298	559.968	549.738	559.992	567.086	554.501	559.245	533.932	501.974	535.576	548.956	539.783	557.677	550.72	563.365	565.765	535.622	562.801
MarorTcMar-6.t1	MarorTcMar-6	352.118	383.5	366.341	375.889	361.779	384.264	386.075	375.699	385.66	393.284	380.842	385.046	359.742	328.092	361.707	375.369	365.239	382.955	376.37	389.326	392.077	362.06	388.115
MarorTcMar-7.t1	MarorTcMar-7	556.239	589.481	569.854	580.649	565	589.298	590.968	580.738	590.992	598.086	585.501	590.245	564.932	532.931	566.576	579.956	570.783	588.677	581.72	594.365	596.765	566.622	593.801
MarorTcMar-8.t1	MarorTcMar-8	3646.238	3679.481	3659.665	3670.649	3654.989	3679.274	3680.968	3670.738	3680.992	3688.086	3675.501	3680.245	3654.619	3622.826	3656.569	3669.949	3660.783	3678.676	3671.711	3684.365	3686.765	3656.603	3683.801
MarorTcMar-9.t1	MarorTcMar-9	78.566	94.44	87.368	92.484	81.418	99.492	98.205	89.831	97.807	102.4	97.231	96.193	81.31	62.685	81.475	93.011	84.757	95.956	87.769	99.849	98.832	84.494	97.342
MarorU-1.t1	MarorU-1	290.538	319.574	304.432	313.921	298.551	321.379	323.239	312.833	322.243	329.723	318.783	322.101	296.775	265.42	299.084	312.991	302.296	319.294	312.7	325.922	328.31	299.091	325.053
MarorU-2.t1	MarorU-2	1062.238	1095.481	1075.665	1086.649	1070.989	1095.274	1096.968	1086.738	1096.992	1104.086	1091.501	1096.245	1070.619	1038.826	1072.569	1085.949	1076.783	1094.676	1087.711	1100.365	1102.765	1072.603	1099.801
MarorU-3.t1	MarorU-3	1208.238	1241.481	1221.665	1232.649	1216.989	1241.274	1242.968	1232.738	1242.992	1250.086	1237.501	1242.245	1216.619	1184.826	1218.569	1231.949	1222.783	1240.676	1233.711	1246.365	1248.765	1218.603	1245.801
MarorU-4.t1	MarorU-4	1733.238	1766.481	1746.665	1757.649	1741.989	1766.274	1767.968	1757.738	1767.992	1775.086	1762.501	1767.245	1741.619	1709.826	1743.569	1756.949	1747.783	1765.676	1758.711	1771.365	1773.765	1743.603	1770.801
MarorU-5.t1	MarorU-5	567.239	600.481	580.854	591.649	576	600.294	601.968	591.738	601.992	609.086	596.501	601.245	575.932	543.931	577.576	590.949	581.783	599.677	592.72	605.365	607.765	577.622	604.801
MarorhAT-1.t1	MarorhAT-1	12015.238	12048.481	12028.665	12039.649	12023.989	12048.274	12049.968	12039.738	12049.992	12057.086	12044.501	12049.245	12023.619	11991.826	12025.569	12038.949	12029.783	12047.676	12040.711	12053.365	12055.765	12025.603	12052.801
MarorhAT-10.t1	MarorhAT-10	3210.238	3243.481	3223.665	3234.649	3218.989	3243.274	3244.968	3234.738	3244.992	3252.086	3239.501	3244.245	3218.619	3186.826	3220.569	3233.949	3224.783	3242.676	3235.711	3248.365	3250.765	3220.603	3247.801
MarorhAT-11.t1	MarorhAT-11	446.218	478.481	459.547	470.509	454.036	478.567	479.968	470.295	479.992	487.421	474.501	479.247	454.423	421.988	455.589	469.692	459.807	477.678	470.77	483.365	486.667	456.104	482.801
MarorhAT-12.t1	MarorhAT-12	424.224	456.481	438.056	448.608	432.217	456.59	457.969	448.296	458.243	465.599	452.501	457.569	432.461	400.234	433.614	447.815	438.227	455.678	448.77	461.553	465.077	434.25	461.076
MarorhAT-13.t1	MarorhAT-13	3571.238	3604.481	3584.665	3595.649	3579.989	3604.274	3605.968	3595.738	3605.992	3613.086	3600.501	3605.245	3579.619	3547.826	3581.569	3594.949	3585.783	3603.676	3596.711	3609.365	3611.765	3581.603	3608.801
MarorhAT-2.t1	MarorhAT-2	244.171	269.999	256.863	265.615	249.707	273.531	273.855	264.207	272.653	280.152	270.899	272.731	248.567	217.974	251.304	264.569	253.123	269.953	264.045	276.371	278.321	250.541	275.74
